Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
246;21100890137;"International Journal of Business Continuity and Risk Management";journal;"17582164, 17582172";0,138;Q4;7;20;63;1277;28;62;0,47;63,85;27,91;0;6;Switzerland;Western Europe;"Inderscience";"2016-2023";"Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Mathematics"
247;21101021407;"Operations Research and Decisions";journal;"23916060, 20818858";0,135;Q4;5;31;80;1225;34;80;0,43;39,52;23,61;0;3;Poland;Eastern Europe;"Wroclaw University of Science and Technology";"2019-2023";"Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4); Modeling and Simulation (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences; Mathematics"
248;21101041818;"International Journal of Statistics in Medical Research";journal;"19296029";0,129;Q4;4;24;37;697;14;37;0,44;29,04;46,25;0;14;Canada;Northern America;"Lifescience Global";"2019-2023";"Health Informatics (Q4); Health Information Management (Q4); Health Professions (miscellaneous) (Q4); Statistics and Probability (Q4)";"Health Professions; Mathematics; Medicine"
249;21101081515;"Researches in Mathematics";journal;"26645009, 26644991";0,129;Q4;2;11;30;188;4;30;0,06;17,09;26,67;0;0;Ukraine;Eastern Europe;"Oles Honchar Dnipro National University";"2019-2023";"Algebra and Number Theory (Q4); Analysis (Q4); Mathematical Physics (Q4); Statistics and Probability (Q4)";"Mathematics"
250;21100837464;"Central European Journal of Economic Modelling and Econometrics";journal;"2080119X, 20800886";0,125;Q4;6;15;43;601;15;43;0,26;40,07;28,57;0;6;Poland;Eastern Europe;"Polish Academy of Sciencies-Lodz Branch";"2017-2023";"Applied Mathematics (Q4); Economics and Econometrics (Q4); Statistics and Probability (Q4)";"Economics, Econometrics and Finance; Mathematics"
251;7200153128;"Zeitschrift fur Evaluation";journal;"16195515";0,123;Q4;7;26;72;503;12;52;0,22;19,35;51,28;1;2;Germany;Western Europe;"Waxmann Verlag GmbH";"2006-2013, 2015-2023";"Applied Psychology (Q4); Communication (Q4); Education (Q4); Social Sciences (miscellaneous) (Q4); Statistics and Probability (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Mathematics; Psychology; Social Sciences"
252;21100445641;"Philippine Statistician";journal;"20940343";0,113;Q4;2;11;34;205;7;32;0,33;18,64;50,00;0;4;Philippines;Asiatic Region;"Mathematical and Research Society";"2015-2022";"Statistics and Probability (Q4)";"Mathematics"
253;21101099585;"Calcutta Statistical Association Bulletin";journal;"00080683, 24566462";0,110;Q4;11;9;29;181;8;29;0,29;20,11;7,69;0;0;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"2002-2003, 2005-2006, 2008, 2011-2012, 2020-2023";"Statistics and Probability (Q4)";"Mathematics"
254;21100851482;"Statistica e Applicazioni";journal;"18246672, 22836659";0,103;Q4;11;6;10;123;0;10;0,00;20,50;25,00;0;2;Italy;Western Europe;"Vita e Pensiero";"2003-2022";"Statistical and Nonlinear Physics (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics; Physics and Astronomy"
255;200147130;"Sankhya: The Indian Journal of Statistics";journal;"09727671";0,101;Q4;20;7;49;209;2;49;0,00;29,86;11,76;0;1;India;Asiatic Region;"Indian Statistical Institute";"2005-2022";"Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
256;21101134735;"Data Science";journal;"24518484, 24518492";;-;11;20;23;381;83;23;5,29;19,05;27,91;0;2;Netherlands;Western Europe;"IOS Press BV";"2021-2022";"Artificial Intelligence; Computational Mathematics; Computer Science (miscellaneous); Information Systems; Modeling and Simulation; Statistics and Probability";"Computer Science; Mathematics"
257;21101113590;"Foundations of Data Science";journal;"26398001";;-;10;23;65;992;102;64;1,57;43,13;32,35;0;1;United States;Northern America;"American Institute of Mathematical Sciences";"2019-2023";"Analysis; Applied Mathematics; Computational Theory and Mathematics; Statistics and Probability";"Computer Science; Mathematics"
258;21101162998;"Journal of Classical Analysis";journal;"18485987";;-;5;24;64;619;24;64;0,49;25,79;15,63;0;0;Croatia;Eastern Europe;"Ele-Math";"2019-2023";"Analysis; Statistics and Probability";"Mathematics"
259;21101176852;"Journal of Statistical Research";journal;"0256422X";;-;1;10;42;267;2;42;0,03;26,70;41,18;0;3;Bangladesh;Asiatic Region;"Institute of Statistical Research and Training (ISRT), University of Dhaka";"2019-2022";"Demography; Modeling and Simulation; Social Sciences (miscellaneous); Statistics and Probability";"Mathematics; Social Sciences"
260;21101142420;"Journal of the Indian Society for Probability and Statistics";journal;"23649569";;-;9;29;58;719;50;58;1,00;24,79;19,51;1;1;Germany;Western Europe;"Springer";"2016-2023";"Statistics and Probability";"Mathematics"
261;21101154818;"Neuro-Fuzzy Modeling Techniques in Economics";journal;"24153516, 23063289";;-;4;6;15;280;10;15;0,86;46,67;43,75;0;2;Ukraine;Eastern Europe;"Vadym Hetman Kyiv National University of Economics";"2019, 2021-2022";"Applied Mathematics; Economics, Econometrics and Finance (miscellaneous); Management Science and Operations Research; Statistics and Probability; Statistics, Probability and Uncertainty";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
262;21101094914;"Observational Studies";journal;"27673324";;-;6;13;58;466;53;53;0,43;35,85;30,77;0;2;United States;Northern America;"University of Pennsylvania Press";"2019-2023";"Applied Mathematics; Computer Science Applications; Modeling and Simulation; Numerical Analysis; Statistics and Probability";"Computer Science; Mathematics"
263;21101121584;"Review of Economics and Political Science";journal;"26313561, 23569980";;-;10;19;57;915;69;56;0,92;48,16;45,16;0;14;United Kingdom;Western Europe;"Emerald Publishing";"2018-2023";"Applied Mathematics; Economics, Econometrics and Finance (miscellaneous); Political Science and International Relations; Sociology and Political Science; Statistics and Probability";"Economics, Econometrics and Finance; Mathematics; Social Sciences"
264;21101093357;"Statistics, Politics and Policy";journal;"21517509, 21946299";;-;11;17;33;708;27;31;0,70;41,65;43,24;0;9;Germany;Western Europe;"Walter de Gruyter GmbH";"2010-2023";"Economics, Econometrics and Finance (miscellaneous); Sociology and Political Science; Statistics and Probability";"Economics, Econometrics and Finance; Mathematics; Social Sciences"
265;21101119534;"Stats";journal;"2571905X";;-;4;80;2;2797;7;2;0,00;34,96;32,07;3;12;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2019, 2022-2023";"Statistics and Probability";"Mathematics"
266;21101151614;"Stochastic Modelling and Computational Sciences (discontinued)";journal;"27523829";;-;1;10;10;179;0;10;0,00;17,90;57,14;0;0;United Kingdom;Western Europe;"Roman Science Publications and Distributions";"2021-2023";"Computer Science (miscellaneous); Modeling and Simulation; Statistics and Probability; Statistics, Probability and Uncertainty";"Computer Science; Decision Sciences; Mathematics"
